cc,title,turl,img,label
15,This App Will Teach You Spanish in 3 Weeks & It's Free to Try!,http://cdn.taboola.com/static/23/237733ea-cfc1-4f64-bced-e28e5b31c801.png,C:/Users/teo/Desktop/deeplab/dataset/images2\1_15_-4335113643265852997.jpg,1
16,This App Will Teach You Spanish in 3 Weeks & It's Free to Try!,http://cdn.taboola.com/static/02/02e6e18b-f6f2-4c2f-9a0a-b918cf6fb97a.png!-#@1017x683,C:/Users/teo/Desktop/deeplab/dataset/images2\1_16_-3673414655321898241.jpg,1
17,Want to Learn a New Language? This App's for You!,http://cdn.taboola.com/static/23/237733ea-cfc1-4f64-bced-e28e5b31c801.png,C:/Users/teo/Desktop/deeplab/dataset/images2\1_17_-4335113643265852997.jpg,1
18,La vctima de La Manada denuncia la publicacin de sus datos personales,http://img-s-msn-com.akamaized.net/tenant/amp/entityid/AAx11uV.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg!-#@600x315,C:/Users/teo/Desktop/deeplab/dataset/images2\2_18_8420222570266415114.jpg,2
19,Amref frica  Premio Princesa de Asturias de Cooperacin Internacional 2018,http://img-s-msn-com.akamaized.net/tenant/amp/entityid/AAwZZr2.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg!-#@600x315,C:/Users/teo/Desktop/deeplab/dataset/images2\2_19_-9063426262710162566.jpg,2
20,Batalla total en Mxico,http://img-s-msn-com.akamaized.net/tenant/amp/entityid/AAx1S0v.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg&x=418&y=194!-#@600x315,C:/Users/teo/Desktop/deeplab/dataset/images2\2_20_1588321296220887147.jpg,2
21,El Congreso da un primer paso para regular la eutanasia,http://img-s-msn-com.akamaized.net/tenant/amp/entityid/AAwZkiM.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg&x=309&y=143!-#@600x315,C:/Users/teo/Desktop/deeplab/dataset/images2\2_21_-9113461508475571514.jpg,2
22,Catalua y la investidura  ltimas noticias en directo,http://img-s-msn-com.akamaized.net/tenant/amp/entityid/AAx0K44.img?h=630&w=1200&m=6&q=60&o=t&l=f&f=jpg&x=609&y=270!-#@1200x630,C:/Users/teo/Desktop/deeplab/dataset/images2\2_22_-7123289250441538281.jpg,2
23,Top Organization Tips from Business Owners,http://cdn.taboola.com/libtrc/static/thumbnails/0437042f06f9f070c4a183819fdb8d06.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_23_-4015152251092086770.jpg,3
24,Business Owners: Manage Your Work/Life Balance,http://cdn.taboola.com/libtrc/static/thumbnails/0d44d7f619d08746ad424aba69108119.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_24_-4676353723387765498.jpg,3
25,Stay Organized at Work and Home With These 3 Tips,http://cdn.taboola.com/libtrc/static/thumbnails/aa2acfc903703a9715dcb17ab73c94d8.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_25_5820901317585980996.jpg,3
26,Top Organization Tips from Business Owners,http://cdn.taboola.com/libtrc/static/thumbnails/aa2acfc903703a9715dcb17ab73c94d8.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_26_5820901317585980996.jpg,3
27,7 Tips for Perfecting Your Work/Life Balance,http://cdn.taboola.com/libtrc/static/thumbnails/0d44d7f619d08746ad424aba69108119.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_27_-4676353723387765498.jpg,3
28,Business Owners: Manage Your Work/Life Balance,http://cdn.taboola.com/libtrc/static/thumbnails/9df4e40be4ab7177d4a72ef97abf3a6c.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_28_1151781087608092773.jpg,3
29,Stay Organized at Work and Home With These 3 Tips,http://cdn.taboola.com/libtrc/static/thumbnails/0437042f06f9f070c4a183819fdb8d06.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_29_-4015152251092086770.jpg,3
30,7 Tips for Perfecting Your Work/Life Balance,http://cdn.taboola.com/libtrc/static/thumbnails/9df4e40be4ab7177d4a72ef97abf3a6c.jpg!-#@600x400,C:/Users/teo/Desktop/deeplab/dataset/images2\3_30_1151781087608092773.jpg,3
31,Thrown into a Tar Pit and Left to Die  Two Puppies Minutes Away From Death....,https://console.brax-cdn.com/creatives/5b171414-d144-458f-afd6-c527e902ea40/tarpuppy-compare2_8ebe9236758f04691dcb8c0bd825c886.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\4_31_-4291012070854066435.jpg,4
32,Thrown into a Tar Pit and Left to Die  Two Puppies Minutes Away From Death....,https://console.brax-cdn.com/creatives/5b171414-d144-458f-afd6-c527e902ea40/tar-dog1_1c2f9fd10909e4ca7113ed444f07340a.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\4_32_7093604601425808181.jpg,4
33,Two Puppies Left To Die After Being Thrown Into A Tar Pit...,https://console.brax-cdn.com/creatives/5b171414-d144-458f-afd6-c527e902ea40/tarpuppy-compare2_8ebe9236758f04691dcb8c0bd825c886.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\4_33_-4291012070854066435.jpg,4
34,Two Puppies Were Minutes Away From Death After Being Thrown into a Tar Pit and Left to Die,https://console.brax-cdn.com/creatives/5b171414-d144-458f-afd6-c527e902ea40/tar-dog1_1c2f9fd10909e4ca7113ed444f07340a.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\4_34_7093604601425808181.jpg,4
35,Rescued Baby Moose Comes Back To The Man With A big Surprise,http://newsd.co/wp-content/uploads/2018/04/metro-co-uk-2-Moose.jpg!-#@720x540,C:/Users/teo/Desktop/deeplab/dataset/images2\5_35_-2330594276085942311.jpg,5
36,Story Of Rescued Man And A Moose Will Melt Your Heart,http://newsd.co/wp-content/uploads/2018/04/lifebuzz-com-Moose.jpg!-#@720x480,C:/Users/teo/Desktop/deeplab/dataset/images2\5_36_8182722156701750180.jpg,5
37,Rescued Moose Returns To Show Her Love To The Man,http://newsd.co/wp-content/uploads/2018/04/metro-co-uk-1-Moose-1.jpg!-#@720x480,C:/Users/teo/Desktop/deeplab/dataset/images2\5_37_-3819942243813586707.jpg,5
38,Rescued Baby Moose Comes Back To The Man With A Big Surprise,http://newsd.co/wp-content/uploads/2018/04/facebook-com-14-Moose.jpg!-#@720x540,C:/Users/teo/Desktop/deeplab/dataset/images2\5_38_8025012712618213599.jpg,5
39,Story Of Rescued Man And A Moose Will Melt Your Heart,http://cdn.icepop.com/wp-content/uploads/2018/02/metro-co-uk-Moose.jpg!-#@720x480,C:/Users/teo/Desktop/deeplab/dataset/images2\5_39_48633121280245818.jpg,5
40,Man Rescues A Moose And She Returns With A Wonderful Surprise,http://newsd.co/wp-content/uploads/2018/04/metro-co-uk-1-Moose-1.jpg!-#@720x480,C:/Users/teo/Desktop/deeplab/dataset/images2\5_40_-3819942243813586707.jpg,5
41,Man Rescued A Moose & Now She Visits Him Everyday,http://newsd.co/wp-content/uploads/2018/04/metro-co-uk-2-Moose.jpg!-#@720x540,C:/Users/teo/Desktop/deeplab/dataset/images2\5_41_-2330594276085942311.jpg,5
42,There is a surprise for ambitious urban professionals! Know more.,http://cdn.taboola.com/libtrc/static/thumbnails/defc016bf054eb89bba84685a8582cc0.jpg!-#@600x499,C:/Users/teo/Desktop/deeplab/dataset/images2\6_42_6060070836984106136.jpg,6
43,Luxury lifestyle for ambitious urban professionals! Know more.,http://cdn.taboola.com/libtrc/static/thumbnails/defc016bf054eb89bba84685a8582cc0.jpg!-#@600x499,C:/Users/teo/Desktop/deeplab/dataset/images2\6_43_6060070836984106136.jpg,6
44,Do you know the address of high-end real estate shoppers in south Mumbai? Click here,http://cdn.taboola.com/libtrc/static/thumbnails/56fd2e6346f10f40749afc7b13f88768.jpg!-#@600x503,C:/Users/teo/Desktop/deeplab/dataset/images2\6_44_4231135881728387552.jpg,6
45,Do you know the address of high-end real estate shoppers in south Mumbai? Click here,http://cdn.taboola.com/libtrc/static/thumbnails/33a5cf955874c815490687a2af6b8405.jpg!-#@600x498,C:/Users/teo/Desktop/deeplab/dataset/images2\6_45_8854955846023468626.jpg,6
46,All-in-one Luxury Where Your Home Doubles As Your Playground,http://cdn.taboola.com/libtrc/static/thumbnails/defc016bf054eb89bba84685a8582cc0.jpg!-#@600x499,C:/Users/teo/Desktop/deeplab/dataset/images2\6_46_6060070836984106136.jpg,6
47,Luxury lifestyle for ambitious urban professionals! Know more.,http://cdn.taboola.com/libtrc/static/thumbnails/56fd2e6346f10f40749afc7b13f88768.jpg!-#@600x503,C:/Users/teo/Desktop/deeplab/dataset/images2\6_47_4231135881728387552.jpg,6
48,Do you know the address of high-end real estate shoppers in south Mumbai? Click here,http://cdn.taboola.com/libtrc/static/thumbnails/95415cb09009a4498133e6fda3bb7ee6.jpg!-#@600x499,C:/Users/teo/Desktop/deeplab/dataset/images2\6_48_6837157269571539004.jpg,6
49,Here is the lifestyle for those who follow work hard  play hard mantra,http://cdn.taboola.com/libtrc/static/thumbnails/33a5cf955874c815490687a2af6b8405.jpg!-#@600x498,C:/Users/teo/Desktop/deeplab/dataset/images2\6_49_8854955846023468626.jpg,6
50,Everything your family needs is within reach. Read more.,http://cdn.taboola.com/libtrc/static/thumbnails/33a5cf955874c815490687a2af6b8405.jpg!-#@600x498,C:/Users/teo/Desktop/deeplab/dataset/images2\6_50_8854955846023468626.jpg,6
51,Everything your family needs is within reach. Read more.,http://cdn.taboola.com/libtrc/static/thumbnails/defc016bf054eb89bba84685a8582cc0.jpg!-#@600x499,C:/Users/teo/Desktop/deeplab/dataset/images2\6_51_6060070836984106136.jpg,6
52,Top 25 Marvelous Pools in the World That Places To See In Your Lifetime,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/HTB1Loj_RpXXXXaAapXXq6xXFXXXM_1525778917.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_52_7942224052539361862.jpg,7
53,25 Incredible Swimming Pools From All Around The World,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/HTB1Loj_RpXXXXaAapXXq6xXFXXXM_1525778917.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_53_7942224052539361862.jpg,7
54,25 of the Most Amazing Swimming Pools In The World,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/HTB1Loj_RpXXXXaAapXXq6xXFXXXM_1525778917.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_54_7942224052539361862.jpg,7
55,25 of the Most Amazing Swimming Pools In The World,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/inifinity_pool_1_george_lizardos_50_1525778918.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_55_4990020178872597848.jpg,7
56,Top 25 Marvelous Pools in the World That Places To See In Your Lifetime,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/inifinity_pool_1_george_lizardos_50_1525778918.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_56_4990020178872597848.jpg,7
57,25 Incredible Swimming Pools From All Around The World,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/inifinity_pool_1_george_lizardos_50_1525778918.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_57_4990020178872597848.jpg,7
58,Top 25 Marvelous Pools in the World That Places To See In Your Lifetime,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/Floating-pool-at-GHT-traveller-19jun13-pr_b_1080x720-1024x682_1525778915.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_58_-9040699715003199398.jpg,7
59,25 of the Most Amazing Swimming Pools In The World,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/Floating-pool-at-GHT-traveller-19jun13-pr_b_1080x720-1024x682_1525778915.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_59_-9040699715003199398.jpg,7
60,25 Incredible Swimming Pools From All Around The World,https://console.brax-cdn.com/creatives/413616e9-2d20-42da-b174-109be505c845/Floating-pool-at-GHT-traveller-19jun13-pr_b_1080x720-1024x682_1525778915.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\7_60_-9040699715003199398.jpg,7
61,Mit dieser kostenlosen App bekmpfst du dein Migrne-Monster.,http://cdn.taboola.com/libtrc/static/thumbnails/4e5dbf1d2ba31ff4f756d601fc102e8f.png!-#@1500x1250,C:/Users/teo/Desktop/deeplab/dataset/images2\8_61_-3365006028138453348.jpg,8
62,Stell dich deinem Migrne-Monster. Installier dir die M-sense App.,http://cdn.taboola.com/libtrc/static/thumbnails/4e5dbf1d2ba31ff4f756d601fc102e8f.png!-#@1500x1250,C:/Users/teo/Desktop/deeplab/dataset/images2\8_62_-3365006028138453348.jpg,8
63,Weniger Migrne & Kopfschmerzen. Hol dir die M-sense App.,http://cdn.taboola.com/libtrc/static/thumbnails/009f86b0e6437864c9898830907d38e1.png!-#@1200x1000,C:/Users/teo/Desktop/deeplab/dataset/images2\8_63_-8026559951928544711.jpg,8
64,Mit dieser App reduzierst du Migrne und Kopfschmerzen. Hol sie dir jetzt.,http://cdn.taboola.com/libtrc/static/thumbnails/16ccf4f9ad100fab025738b6a93e1568.jpg!-#@1000x600,C:/Users/teo/Desktop/deeplab/dataset/images2\8_64_8535439524642758300.jpg,8
65,Kopfschmerzen? Die Migrne-App M-sense hilft dir in 3 Schritten.,http://cdn.taboola.com/libtrc/static/thumbnails/661dde4250686ad893ca3f5bc4bbedcd.png!-#@1200x1000,C:/Users/teo/Desktop/deeplab/dataset/images2\8_65_3870915935322429923.jpg,8
66,Mit dieser App bekmpfst du Migrne & Kopfschmerzen.,http://cdn.taboola.com/libtrc/static/thumbnails/e0bf98d750807d9919e50cb3af3abe67.png!-#@1200x1000,C:/Users/teo/Desktop/deeplab/dataset/images2\8_66_-6979610605112735472.jpg,8
67,Tu was gegen Migrne & Kopfschmerzen - installiere dir die M-sense App.,http://cdn.taboola.com/libtrc/static/thumbnails/520ea2641eeedb372b725a8b8ad79a78.png!-#@896x746,C:/Users/teo/Desktop/deeplab/dataset/images2\8_67_-4703022663051680869.jpg,8
68,Kopfschmerzen? Die Migrne-App M-sense hilft dir in 3 Schritten.,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/638923830__hfFm2Lup.jpg!-#@637x549,C:/Users/teo/Desktop/deeplab/dataset/images2\8_68_-2082900818579892464.jpg,8
69,Finde die Auslser von Migrne & Kopfschmerzen: Installier dir die M-sense App.,http://cdn.taboola.com/libtrc/static/thumbnails/009f86b0e6437864c9898830907d38e1.png,C:/Users/teo/Desktop/deeplab/dataset/images2\8_69_1210659477351095235.jpg,8
70,Mit dieser App reduzierst du Migrne und Kopfschmerzen.,http://cdn.taboola.com/libtrc/static/thumbnails/c9d615c919fb7bbed0d9de1d8ae5d7ae.jpg!-#@999x600,C:/Users/teo/Desktop/deeplab/dataset/images2\8_70_-2296381332828444796.jpg,8
71,Tu was gegen Migrne & Kopfschmerzen - hol dir die kostenlose App M-sense.,http://cdn.taboola.com/libtrc/static/thumbnails/GETTY_IMAGES/SKP/638923830__0SaBypwq.jpg!-#@637x549,C:/Users/teo/Desktop/deeplab/dataset/images2\8_71_-2454292473017130669.jpg,8
72,Kopfschmerzen? Die Migrne-App M-sense hilft dir in 3 Schritten.,http://cdn.taboola.com/libtrc/static/thumbnails/79238ecc7921f2aea3cd9329b9ef1e9f.jpg!-#@1000x600,C:/Users/teo/Desktop/deeplab/dataset/images2\8_72_-199007319968226400.jpg,8
73,Jetzt Migrne reduzieren. Hol dir die M-sense App.,http://cdn.taboola.com/libtrc/static/thumbnails/520ea2641eeedb372b725a8b8ad79a78.png!-#@896x746,C:/Users/teo/Desktop/deeplab/dataset/images2\8_73_-4703022663051680869.jpg,8
74,Tu was gegen Migrne & Kopfschmerzen - mit der Medizin-App M-sense.,http://cdn.taboola.com/libtrc/static/thumbnails/16ccf4f9ad100fab025738b6a93e1568.jpg!-#@1000x600,C:/Users/teo/Desktop/deeplab/dataset/images2\8_74_8535439524642758300.jpg,8
75,Tu was gegen Migrne & Kopfschmerzen - hol dir die kostenlose App M-sense.,http://cdn.taboola.com/libtrc/static/thumbnails/661dde4250686ad893ca3f5bc4bbedcd.png!-#@1200x1000,C:/Users/teo/Desktop/deeplab/dataset/images2\8_75_3870915935322429923.jpg,8
76,Tu was gegen Migrne & Kopfschmerzen - hol dir die kostenlose App M-sense.,http://cdn.taboola.com/libtrc/static/thumbnails/520ea2641eeedb372b725a8b8ad79a78.png!-#@896x746,C:/Users/teo/Desktop/deeplab/dataset/images2\8_76_-4703022663051680869.jpg,8
77,Weniger Migrne mit der Medizin-App M-sense. Hol sie dir jetzt.,http://cdn.taboola.com/libtrc/static/thumbnails/79238ecc7921f2aea3cd9329b9ef1e9f.jpg!-#@1000x600,C:/Users/teo/Desktop/deeplab/dataset/images2\8_77_-199007319968226400.jpg,8
78,Kopfschmerzen? Die Migrne-App M-sense hilft dir in 3 Schritten.,http://cdn.taboola.com/libtrc/static/thumbnails/c9d615c919fb7bbed0d9de1d8ae5d7ae.jpg!-#@999x600,C:/Users/teo/Desktop/deeplab/dataset/images2\8_78_-2296381332828444796.jpg,8
79,Call The Firefighters: Hollywood's 20 Hottest Redheads Are Sizzling,https://console.brax-cdn.com/creatives/24829d40-344d-4cff-96fc-3ee3ed7cac2c/3_Christina-Hendricks_1525359061.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\9_79_-1155663324232579680.jpg,9
80,Be Careful  Hollywood's 20 Hottest Redheads Might Just Burn You,https://console.brax-cdn.com/creatives/24829d40-344d-4cff-96fc-3ee3ed7cac2c/07457ef8aa749e70f11b42a48b745c85_1525359072.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\9_80_-5633498235967301785.jpg,9
81,Call The Firefighters  Because Hollywood's 20 Hottest Redheads Are Pure Fire,https://console.brax-cdn.com/creatives/24829d40-344d-4cff-96fc-3ee3ed7cac2c/1391022291669_amy-adams-costume-design_1525359075.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\9_81_-336791970810190477.jpg,9
82,Call The Firefighters  Because Hollywood's 20 Hottest Redheads Are Pure Fire,https://console.brax-cdn.com/creatives/24829d40-344d-4cff-96fc-3ee3ed7cac2c/Bella-Thorne_-Glamour-Mexico-2015-_Behind-The-Secenes_--20_1525359077.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\9_82_5343082719336975610.jpg,9
83,Quiz: Can You Name '80s Sitcoms from an Image?,http://gleaned-images.stuff.com/signals-test/8e68e8b9c301209c3342828d9f6b9f0bbf5ff279b24e2f824f217516!-#@1200x800,C:/Users/teo/Desktop/deeplab/dataset/images2\10_83_-7654140583634971645.jpg,10
84,Quiz: Do You Remember These '80s Sitcoms?,http://gleaned-images.stuff.com/signals-test/91e696ae4ecef9f647e76b984a22c05b6e53551999f567223b853c8b!-#@1200x800,C:/Users/teo/Desktop/deeplab/dataset/images2\10_84_8237506286459321345.jpg,10
85,Quiz: How Many '80s Sitcoms Can You Name?,http://gleaned-images.stuff.com/signals-test/e6c4af0cde6cbb99bb85c5609875b67065281c05fe872cdd4ce152da!-#@1200x800,C:/Users/teo/Desktop/deeplab/dataset/images2\10_85_-9000738632101500834.jpg,10
86,Quiz: Can You Name These TV Programs of the '80s?,http://gleaned-images.stuff.com/signals-test/1055dc1e050117daaa0e3862a768421170e208e95eaa4d7798935a97!-#@1200x800,C:/Users/teo/Desktop/deeplab/dataset/images2\10_86_-5474959601582226049.jpg,10
87,Quiz: Can You Name These TV Programs of the '80s?,http://gleaned-images.stuff.com/signals-test/e6c4af0cde6cbb99bb85c5609875b67065281c05fe872cdd4ce152da!-#@1200x800,C:/Users/teo/Desktop/deeplab/dataset/images2\10_87_-9000738632101500834.jpg,10
88,Quiz: Can You Name These '80s Sitcoms?,http://gleaned-images.stuff.com/signals-test/8e68e8b9c301209c3342828d9f6b9f0bbf5ff279b24e2f824f217516!-#@1200x800,C:/Users/teo/Desktop/deeplab/dataset/images2\10_88_-7654140583634971645.jpg,10
89,25 Stunning Muscle Cars From The Last 50 Years,https://console.brax-cdn.com/creatives/e8e06791-fae3-4f81-a55e-c8427cc63471/tumblr_n3brz0GpZP1qflydqo3_1280_92cb42f7b86b698101687a8cee41fe6c.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\11_89_-5162513325477555192.jpg,11
90,25 Stunning Muscle Cars From The Last 50 Years,https://console.brax-cdn.com/creatives/e8e06791-fae3-4f81-a55e-c8427cc63471/1970_ford_torino_cobra_sportsroof_chiolero_384198191697c76dae2ff7f5d264f020.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\11_90_-8264671978992043881.jpg,11
91,25 of the Most Powerful Muscle Cars Ever Made,https://console.brax-cdn.com/creatives/e8e06791-fae3-4f81-a55e-c8427cc63471/mercury-cougar-eliminator-4_96a9eeb79c73a35febb0c11b6e0e33bf.600x500.png!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\11_91_-7295892543844279163.jpg,11
92,People Who Were There That Morning Will Never Forget What They Saw,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/ridiculous-pictures-3-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\12_92_8843365333147403958.jpg,12
93,Onlookers Didn't Know Whether To Laugh Or Cry At What Happened Here,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/ridiculous-pictures-2-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\12_93_-1765080111176580635.jpg,12
94,Onlookers Didn't Know Whether To Laugh Or Cry At What Happened Here,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/ridiculous-pictures-4-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\12_94_-812586693733981669.jpg,12
95,Onlookers Didn't Know Whether To Laugh Or Cry At What Happened Here,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/ridiculous-pictures-1-taboola.gif!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\12_95_-8851815499104641867.jpg,12
96,People Who Were There That Morning Will Never Forget What They Saw,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/ridiculous-pictures-5-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\12_96_5926235425425284572.jpg,12
97,20 Mother Hens Who Adopted Other Animal Babies As Their Own,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/mother-hens-adopt-other-animals-hc-7-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\13_97_7160004027455905230.jpg,13
98,20 Times Farmers Found Their Chickens Hiding An Unexpected Surprise,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/mother-hens-adopt-other-animals-hc-10-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\13_98_703045027508011169.jpg,13
99,20 Mother Hens Who Adopted Other Animal Babies As Their Own,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/mother-hens-adopt-other-animals-hc-10-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\13_99_703045027508011169.jpg,13
100,20 Times Farmers Found Their Chickens Hiding An Unexpected Surprise,http://s3.amazonaws.com/boredom-therapy-image-bucket/img2/mother-hens-adopt-other-animals-hc-9-taboola.jpg!-#@600x500,C:/Users/teo/Desktop/deeplab/dataset/images2\13_100_-7912607223401268600.jpg,13
